,METHOD,REGION,ANALYSIS_YEAR,ISLAND,Sector,GENUS_CODE,n,Ntot,Mean_AdColDen,SE_AdColDen,Mean_JuvColDen,SE_JuvColDen,Mean_Ave.od,SE_Ave.od,Mean_Ave.rd,SE_Ave.rd,Mean_Ave.size,SE_Ave.size,Mean_BLE_Prev,SE_BLE_Prev,Mean_AcuteDZ_Prev,SE_AcuteDZ_Prev,Mean_ChronicDZ_Prev,SE_ChronicDZ_Prev
2553,DIVER,MHI,2013,Oahu,OAH_NORTH,SSSS,6,10239,10.43530548,1.297925286,8.450707262,1.433070875,16.94629317,5.281083335,0.294538132,0.064470922,14.4534871,0.158334329,2.289159148,1.494323527,0.400923402,0.400806396,0.444954949,0.29183174
2554,DIVER,MHI,2013,Oahu,OAH_NORTH,STSP,6,10239,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2555,DIVER,MHI,2013,Oahu,OAH_NORTH,STYP,6,10239,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2556,DIVER,MHI,2013,Oahu,OAH_NORTH,STYS,6,10239,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2557,DIVER,MHI,2013,Oahu,OAH_NORTH,SYSP,6,10239,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2558,DIVER,MHI,2013,Oahu,OAH_NORTH,TUBA,6,10239,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2559,DIVER,MHI,2013,Oahu,OAH_NORTH,TURS,6,10239,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2560,DIVER,MHI,2013,Oahu,OAH_NORTH,UNKN,6,10239,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2561,DIVER,MHI,2013,Oahu,OAH_SOUTH,ACAS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2562,DIVER,MHI,2013,Oahu,OAH_SOUTH,ACSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2563,DIVER,MHI,2013,Oahu,OAH_SOUTH,ALSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2564,DIVER,MHI,2013,Oahu,OAH_SOUTH,ASSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2565,DIVER,MHI,2013,Oahu,OAH_SOUTH,ASTS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2566,DIVER,MHI,2013,Oahu,OAH_SOUTH,BASP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2567,DIVER,MHI,2013,Oahu,OAH_SOUTH,CASP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2568,DIVER,MHI,2013,Oahu,OAH_SOUTH,COES,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2569,DIVER,MHI,2013,Oahu,OAH_SOUTH,COSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2570,DIVER,MHI,2013,Oahu,OAH_SOUTH,CTSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2571,DIVER,MHI,2013,Oahu,OAH_SOUTH,CYPS,17,36167,0.010114884,0.010112118,0,0,10.11488373,0,0,0,2.427572096,0,0,0,0,0,0,0
2572,DIVER,MHI,2013,Oahu,OAH_SOUTH,CYSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2573,DIVER,MHI,2013,Oahu,OAH_SOUTH,DIAS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2574,DIVER,MHI,2013,Oahu,OAH_SOUTH,DISP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2575,DIVER,MHI,2013,Oahu,OAH_SOUTH,ECHL,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2576,DIVER,MHI,2013,Oahu,OAH_SOUTH,ECHP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2577,DIVER,MHI,2013,Oahu,OAH_SOUTH,EUSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2578,DIVER,MHI,2013,Oahu,OAH_SOUTH,FASP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2579,DIVER,MHI,2013,Oahu,OAH_SOUTH,FAVS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2580,DIVER,MHI,2013,Oahu,OAH_SOUTH,FUSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2581,DIVER,MHI,2013,Oahu,OAH_SOUTH,GARS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2582,DIVER,MHI,2013,Oahu,OAH_SOUTH,GASP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2583,DIVER,MHI,2013,Oahu,OAH_SOUTH,GONS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2584,DIVER,MHI,2013,Oahu,OAH_SOUTH,GOSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2585,DIVER,MHI,2013,Oahu,OAH_SOUTH,HASP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2586,DIVER,MHI,2013,Oahu,OAH_SOUTH,HERS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2587,DIVER,MHI,2013,Oahu,OAH_SOUTH,HYSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2588,DIVER,MHI,2013,Oahu,OAH_SOUTH,ISSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2589,DIVER,MHI,2013,Oahu,OAH_SOUTH,LEPS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2590,DIVER,MHI,2013,Oahu,OAH_SOUTH,LEPT,17,36167,0.026970201,0.009150187,0.010855891,0.010854162,0.723726049,0.560506541,0,0,11.51957586,0.944340302,0,0,0,0,0,0
2591,DIVER,MHI,2013,Oahu,OAH_SOUTH,LESP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2592,DIVER,MHI,2013,Oahu,OAH_SOUTH,LOBS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2593,DIVER,MHI,2013,Oahu,OAH_SOUTH,MESP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2594,DIVER,MHI,2013,Oahu,OAH_SOUTH,MONS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2595,DIVER,MHI,2013,Oahu,OAH_SOUTH,MOSP,17,36167,0.753292136,0.356718989,1.255310435,0.47877478,20.29467402,2.969292158,0.118998632,0.111282596,14.03628232,1.193988963,0,0,0.356588132,0.308708405,1.797714386,1.325235005
2596,DIVER,MHI,2013,Oahu,OAH_SOUTH,MYSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2597,DIVER,MHI,2013,Oahu,OAH_SOUTH,OUSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2598,DIVER,MHI,2013,Oahu,OAH_SOUTH,OXSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2599,DIVER,MHI,2013,Oahu,OAH_SOUTH,PACS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2600,DIVER,MHI,2013,Oahu,OAH_SOUTH,PALS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2601,DIVER,MHI,2013,Oahu,OAH_SOUTH,PARA,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2602,DIVER,MHI,2013,Oahu,OAH_SOUTH,PAVS,17,36167,0.075782827,0.033225643,0.022903591,0.016746804,10.17724491,5.13610778,2.022976747,1.430069499,13.48481212,1.310713191,0,0,0,0,0,0
2603,DIVER,MHI,2013,Oahu,OAH_SOUTH,PESP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2604,DIVER,MHI,2013,Oahu,OAH_SOUTH,PHSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2605,DIVER,MHI,2013,Oahu,OAH_SOUTH,PLER,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2606,DIVER,MHI,2013,Oahu,OAH_SOUTH,PLES,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2607,DIVER,MHI,2013,Oahu,OAH_SOUTH,PLSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2608,DIVER,MHI,2013,Oahu,OAH_SOUTH,POCS,17,36167,0.787503111,0.163357505,0.491844833,0.110791286,8.097830325,3.354620564,3.382862458,1.42195401,14.01759526,1.548743702,2.64306373,1.209763845,0.642212304,0.420311701,0.321106152,0.321018364
2609,DIVER,MHI,2013,Oahu,OAH_SOUTH,PODS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2610,DIVER,MHI,2013,Oahu,OAH_SOUTH,POLY,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2611,DIVER,MHI,2013,Oahu,OAH_SOUTH,POSP,17,36167,2.486519364,0.42338661,2.061605135,0.363948284,21.93265482,3.752768603,1.285082914,0.671106982,15.09780328,1.20504347,0.232450776,0.140317118,0.523312097,0.232625605,1.209262694,0.429114171
2612,DIVER,MHI,2013,Oahu,OAH_SOUTH,PSSP,17,36167,0.005057442,0.003309968,0,0,12.13786048,4.044847362,0,0,2.832167445,0.202242368,0,0,0,0,0,0
2613,DIVER,MHI,2013,Oahu,OAH_SOUTH,SASP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2614,DIVER,MHI,2013,Oahu,OAH_SOUTH,SCAS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2615,DIVER,MHI,2013,Oahu,OAH_SOUTH,SCSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2616,DIVER,MHI,2013,Oahu,OAH_SOUTH,SESP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2617,DIVER,MHI,2013,Oahu,OAH_SOUTH,SSSS,17,36167,4.145239963,0.783396277,3.842519885,0.645618044,17.57575882,3.269567812,1.197131833,0.354696225,14.30725357,1.03668764,0.62412915,0.291034299,0.4583709,0.195712101,1.018345383,0.385350946
2618,DIVER,MHI,2013,Oahu,OAH_SOUTH,STSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2619,DIVER,MHI,2013,Oahu,OAH_SOUTH,STYP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2620,DIVER,MHI,2013,Oahu,OAH_SOUTH,STYS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2621,DIVER,MHI,2013,Oahu,OAH_SOUTH,SYSP,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2622,DIVER,MHI,2013,Oahu,OAH_SOUTH,TUBA,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2623,DIVER,MHI,2013,Oahu,OAH_SOUTH,TURS,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2624,DIVER,MHI,2013,Oahu,OAH_SOUTH,UNKN,17,36167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2625,DIVER,MHI,2014,Maui,MAI_LAHAINA,ACAS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2626,DIVER,MHI,2014,Maui,MAI_LAHAINA,ACSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2627,DIVER,MHI,2014,Maui,MAI_LAHAINA,ALSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2628,DIVER,MHI,2014,Maui,MAI_LAHAINA,ASSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2629,DIVER,MHI,2014,Maui,MAI_LAHAINA,ASTS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2630,DIVER,MHI,2014,Maui,MAI_LAHAINA,BASP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2631,DIVER,MHI,2014,Maui,MAI_LAHAINA,CASP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2632,DIVER,MHI,2014,Maui,MAI_LAHAINA,COES,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2633,DIVER,MHI,2014,Maui,MAI_LAHAINA,COSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2634,DIVER,MHI,2014,Maui,MAI_LAHAINA,CTSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2635,DIVER,MHI,2014,Maui,MAI_LAHAINA,CYPS,18,2906,0.006717902,0.006700674,0,0,0,0,0,0,9.06916724,0,0,0,0,0,0,0
2636,DIVER,MHI,2014,Maui,MAI_LAHAINA,CYSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2637,DIVER,MHI,2014,Maui,MAI_LAHAINA,DIAS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2638,DIVER,MHI,2014,Maui,MAI_LAHAINA,DISP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2639,DIVER,MHI,2014,Maui,MAI_LAHAINA,ECHL,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2640,DIVER,MHI,2014,Maui,MAI_LAHAINA,ECHP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2641,DIVER,MHI,2014,Maui,MAI_LAHAINA,EUSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2642,DIVER,MHI,2014,Maui,MAI_LAHAINA,FASP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2643,DIVER,MHI,2014,Maui,MAI_LAHAINA,FAVS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2644,DIVER,MHI,2014,Maui,MAI_LAHAINA,FUSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2645,DIVER,MHI,2014,Maui,MAI_LAHAINA,GARS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2646,DIVER,MHI,2014,Maui,MAI_LAHAINA,GASP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2647,DIVER,MHI,2014,Maui,MAI_LAHAINA,GONS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2648,DIVER,MHI,2014,Maui,MAI_LAHAINA,GOSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2649,DIVER,MHI,2014,Maui,MAI_LAHAINA,HASP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2650,DIVER,MHI,2014,Maui,MAI_LAHAINA,HERS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2651,DIVER,MHI,2014,Maui,MAI_LAHAINA,HYSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2652,DIVER,MHI,2014,Maui,MAI_LAHAINA,ISSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2653,DIVER,MHI,2014,Maui,MAI_LAHAINA,LEPS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2654,DIVER,MHI,2014,Maui,MAI_LAHAINA,LEPT,18,2906,0.013435803,0.008864158,0,0,19.64986235,7.817851592,0,0,11.78991741,2.416426856,0,0,0,0,0,0
2655,DIVER,MHI,2014,Maui,MAI_LAHAINA,LESP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2656,DIVER,MHI,2014,Maui,MAI_LAHAINA,LOBS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2657,DIVER,MHI,2014,Maui,MAI_LAHAINA,MESP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2658,DIVER,MHI,2014,Maui,MAI_LAHAINA,MONS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2659,DIVER,MHI,2014,Maui,MAI_LAHAINA,MOSP,18,2906,7.490771147,1.019047055,5.562450613,1.035604652,13.50825751,1.431903132,0.306471313,0.100055081,16.594235,1.414382558,6.807394863,1.775703444,0.246391376,0.190956273,0.089682378,0.08945239
2660,DIVER,MHI,2014,Maui,MAI_LAHAINA,MYSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2661,DIVER,MHI,2014,Maui,MAI_LAHAINA,OUSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2662,DIVER,MHI,2014,Maui,MAI_LAHAINA,OXSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2663,DIVER,MHI,2014,Maui,MAI_LAHAINA,PACS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2664,DIVER,MHI,2014,Maui,MAI_LAHAINA,PALS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2665,DIVER,MHI,2014,Maui,MAI_LAHAINA,PARA,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2666,DIVER,MHI,2014,Maui,MAI_LAHAINA,PAVS,18,2906,0.568178044,0.261972804,0.257551426,0.07190626,9.237637836,2.160029927,0.00310057,0.002305102,12.93572431,1.027063194,3.122372521,1.837132907,0,0,0,0
2667,DIVER,MHI,2014,Maui,MAI_LAHAINA,PESP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2668,DIVER,MHI,2014,Maui,MAI_LAHAINA,PHSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2669,DIVER,MHI,2014,Maui,MAI_LAHAINA,PLER,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2670,DIVER,MHI,2014,Maui,MAI_LAHAINA,PLES,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2671,DIVER,MHI,2014,Maui,MAI_LAHAINA,PLSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2672,DIVER,MHI,2014,Maui,MAI_LAHAINA,POCS,18,2906,0.696746742,0.101824229,0.285313273,0.119730892,4.675039464,1.661367308,0.335014311,0.185395112,14.64959668,0.738323907,5.351249227,2.630510322,0.720607717,0.717779945,0,0
2673,DIVER,MHI,2014,Maui,MAI_LAHAINA,PODS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2674,DIVER,MHI,2014,Maui,MAI_LAHAINA,POLY,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2675,DIVER,MHI,2014,Maui,MAI_LAHAINA,POSP,18,2906,9.299108577,1.083438144,1.159131172,0.22457014,32.72929794,2.752188974,0.268078068,0.102038862,23.16154715,1.773320958,0.870627259,0.401078572,1.023376613,0.356243557,1.167861466,0.311198332
2676,DIVER,MHI,2014,Maui,MAI_LAHAINA,PSSP,18,2906,0.006717902,0.006700674,0,0,0,0,0,0,4.232278045,0,0,0,0,0,0,0
2677,DIVER,MHI,2014,Maui,MAI_LAHAINA,SASP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2678,DIVER,MHI,2014,Maui,MAI_LAHAINA,SCAS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2679,DIVER,MHI,2014,Maui,MAI_LAHAINA,SCSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2680,DIVER,MHI,2014,Maui,MAI_LAHAINA,SESP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2681,DIVER,MHI,2014,Maui,MAI_LAHAINA,SSSS,18,2906,18.08167612,2.12270554,7.264446484,1.136835721,22.86071306,1.294324465,0.279046303,0.077581637,19.92190374,1.167630195,3.538998859,0.907098568,0.656146734,0.242682005,0.637765031,0.172435452
2682,DIVER,MHI,2014,Maui,MAI_LAHAINA,STSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2683,DIVER,MHI,2014,Maui,MAI_LAHAINA,STYP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2684,DIVER,MHI,2014,Maui,MAI_LAHAINA,STYS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2685,DIVER,MHI,2014,Maui,MAI_LAHAINA,SYSP,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2686,DIVER,MHI,2014,Maui,MAI_LAHAINA,TUBA,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2687,DIVER,MHI,2014,Maui,MAI_LAHAINA,TURS,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2688,DIVER,MHI,2014,Maui,MAI_LAHAINA,UNKN,18,2906,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2689,DIVER,MHI,2015,Maui,Lahaina,ACAS,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2690,DIVER,MHI,2015,Maui,Lahaina,ACSP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2691,DIVER,MHI,2015,Maui,Lahaina,ALSP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2692,DIVER,MHI,2015,Maui,Lahaina,ASSP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2693,DIVER,MHI,2015,Maui,Lahaina,ASTS,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2694,DIVER,MHI,2015,Maui,Lahaina,BASP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2695,DIVER,MHI,2015,Maui,Lahaina,CASP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2696,DIVER,MHI,2015,Maui,Lahaina,COES,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2697,DIVER,MHI,2015,Maui,Lahaina,COSP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2698,DIVER,MHI,2015,Maui,Lahaina,CTSP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2699,DIVER,MHI,2015,Maui,Lahaina,CYPS,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2700,DIVER,MHI,2015,Maui,Lahaina,CYSP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2701,DIVER,MHI,2015,Maui,Lahaina,DIAS,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2702,DIVER,MHI,2015,Maui,Lahaina,DISP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2703,DIVER,MHI,2015,Maui,Lahaina,ECHL,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2704,DIVER,MHI,2015,Maui,Lahaina,ECHP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2705,DIVER,MHI,2015,Maui,Lahaina,EUSP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2706,DIVER,MHI,2015,Maui,Lahaina,FASP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2707,DIVER,MHI,2015,Maui,Lahaina,FAVS,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2708,DIVER,MHI,2015,Maui,Lahaina,FUSP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2709,DIVER,MHI,2015,Maui,Lahaina,GARS,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2710,DIVER,MHI,2015,Maui,Lahaina,GASP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2711,DIVER,MHI,2015,Maui,Lahaina,GONS,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2712,DIVER,MHI,2015,Maui,Lahaina,GOSP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2713,DIVER,MHI,2015,Maui,Lahaina,HASP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2714,DIVER,MHI,2015,Maui,Lahaina,HERS,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2715,DIVER,MHI,2015,Maui,Lahaina,HYSP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2716,DIVER,MHI,2015,Maui,Lahaina,ISSP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2717,DIVER,MHI,2015,Maui,Lahaina,LEPS,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2718,DIVER,MHI,2015,Maui,Lahaina,LEPT,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2719,DIVER,MHI,2015,Maui,Lahaina,LESP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2720,DIVER,MHI,2015,Maui,Lahaina,LOBS,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2721,DIVER,MHI,2015,Maui,Lahaina,MESP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2722,DIVER,MHI,2015,Maui,Lahaina,MONS,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2723,DIVER,MHI,2015,Maui,Lahaina,MOSP,20,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
